nome,idade,cpf,endereco,estado,data
Samuel Caldeira,3324,801.726.935-86,"CAMPO MONTEIRO
CABANA DO PAI TOMÁS
43706555 CORREIA DE DA MATA / AP",RIO GRANDE DO SUL,
Nome inválido,38,930.674.852-38,"COLÔNIA DA ROCHA, 31
JARDIM AMÉRICA
88480-773 BARROS DE GOIÁS / RN",ALAGOAS,1985-10-14
Nome inválido,93,146.597.038-00,"ESTRADA NOGUEIRA, 21
ATILA DE PAIVA
84689-543 NOGUEIRA / PB",MATO GROSSO DO SUL,1930-08-27
Renan Da Luz,74,294.105.738-23,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / PR",SÃO PAULO,1949-07-29
Caroline Costa,21,401.325.978-88,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",PERNAMBUCO,2003-02-20
Giovanna Farias,40,241.763.805-35,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RJ",RIO GRANDE DO SUL,1983-08-14
Maitê Araújo,52,496.283.175-55,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RS",PIAUÍ,1971-07-10
Lavínia Da Mota,21,039.485.716-00,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / ES",RORAIMA,2003-01-31
Igor Cardoso,49,345.061.892-05,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / AM",PARAÍBA,1975-01-25
Maria Julia Campos,98,018.639.472-13,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",TOCANTINS,1925-08-08
Marcos Vinicius Das Neves,86,617.948.250-02,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / RO",SÃO PAULO,1938-03-23
Isabel Barbosa,26,986.027.415-02,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",CEARÁ,1997-12-17
Ryan Gomes,57,861.029.453-60,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",ACRE,1966-05-17
Breno Duarte,66,463.105.289-98,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / TO",RIO DE JANEIRO,1957-10-07
Eloah Peixoto,79,064.917.253-16,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / MG",SERGIPE,1944-05-23
Luiza Sales,55,726.431.850-80,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",RIO GRANDE DO SUL,1968-05-01
Dr. Alexandre Sales,87,427.398.061-40,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / SP",SÃO PAULO,1936-06-05
Alícia Campos,49,162.790.485-94,"RUA NÃO CADASTRADA
BAIRRO NÃO CADASTRADO
00000000 CIDADE NÃO CADASTRADA / GO",PIAUÍ,1975-03-20
Luigi Porto,43,826.509.374-83,"PARQUE DE SANTOS, 88
SÃO JOÃO
60112-833 RODRIGUES / PI",ESPÍRITO SANTO,1980-08-18
